SKU,NOMBRE TECNICO INTERNO CON ID,ID,ETIQUETADO,¿CAMBIO?,COMENTARIO,CATEGORIA,MARCA,MODELO,FAMILIA,SUB FAMILIA,NOMBRE PARA COTIZACIONES,NOMBRE CORTO ALMACEN,COLOR,STATUS,UBICACION,UNIT/SET,RACK,PANEL,IDENTIFICADOR RFID,NUMERO DE SERIE,GARANTIA VIGENTE,PRECIO ORIGINAL,PRECIO RENTA IDEAL,PRECIO RENTA MINIMO
BP730602,MK VISAGRA | COMETA | GROUND SUPPORT | ID GC043,GC043,,,BIEN,GROUND SUPPORT,COMETA,MK VISAGRA,-,-,MK Visagra :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP226180,MK VISAGRA | COMETA | GROUND SUPPORT | ID GC044,GC044,,,BIEN,GROUND SUPPORT,COMETA,MK VISAGRA,-,-,MK Visagra :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP604824,MK VISAGRA | COMETA | GROUND SUPPORT | ID GC045,GC045,,,BIEN,GROUND SUPPORT,COMETA,MK VISAGRA,-,-,MK Visagra :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP905832,MK TORRE | COMETA | GROUND SUPPORT | ID GD046,GC046,,,BIEN,GROUND SUPPORT,COMETA,MK TORRE,-,-,MK Torre :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP174927,MK TORRE | COMETA | GROUND SUPPORT | ID GD047,GC047,,,BIEN,GROUND SUPPORT,COMETA,MK TORRE,-,-,MK Torre :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP889286,MK TORRE | COMETA | GROUND SUPPORT | ID GD048,GC048,,,BIEN,GROUND SUPPORT,COMETA,MK TORRE,-,-,MK Torre :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP586874,MK TORRE | COMETA | GROUND SUPPORT | ID GD049,GC049,,,BIEN,GROUND SUPPORT,COMETA,MK TORRE,-,-,MK Torre :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP826242,MK TORRE | COMETA | GROUND SUPPORT | ID GD050,GC050,,,BIEN,GROUND SUPPORT,COMETA,MK TORRE,-,-,MK Torre :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP951411,MK TORRE | COMETA | GROUND SUPPORT | ID GD051,GC051,,,BIEN,GROUND SUPPORT,COMETA,MK TORRE,-,-,MK Torre :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP670239,GATO | COMETA | GROUND SUPPORT | ID GC052,GC052,,,BIEN,GROUND SUPPORT,COMETA,GATO,-,-,Gato :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP130545,GATO | COMETA | GROUND SUPPORT | ID GC053,GC053,,,BIEN,GROUND SUPPORT,COMETA,GATO,-,-,Gato :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP969878,GATO | COMETA | GROUND SUPPORT | ID GC054,GC054,,,BIEN,GROUND SUPPORT,COMETA,GATO,-,-,Gato :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP820083,GATO | COMETA | GROUND SUPPORT | ID GC055,GC055,,,BIEN,GROUND SUPPORT,COMETA,GATO,-,-,Gato :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP549303,GATO | COMETA | GROUND SUPPORT | ID GC056,GC056,,,BIEN,GROUND SUPPORT,COMETA,GATO,-,-,Gato :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP696884,GATO | COMETA | GROUND SUPPORT | ID GC057,GC057,,,BIEN,GROUND SUPPORT,COMETA,GATO,-,-,Gato :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP422879,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC058,GC058,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP323919,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC059,GC059,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP226184,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC060,GC060,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP707664,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC061,GC061,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP404929,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC062,GC062,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP665259,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC063,GC063,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP369821,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC064,GC064,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP488618,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC065,GC065,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP931159,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC066,GC066,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP788257,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC067,GC067,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP659423,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC068,GC068,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP465316,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC069,GC069,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP333257,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC070,GC070,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP759823,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC071,GC071,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP661185,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC072,GC072,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP583767,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC073,GC073,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP623354,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC074,GC074,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP494198,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC075,GC075,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP102525,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC076,GC076,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP789322,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC077,GC077,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP845878,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC078,GC078,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP847172,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC079,GC079,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP458078,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC080,GC080,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP996366,ESTABILIZADOR | COMETA | GROUND SUPPORT | ID GC081,GC081,,,BIEN,GROUND SUPPORT,COMETA,ESTABILIZADOR,-,-,Estabilizador :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP304011,SOPORTE PARA CABALLETE | SENCILLO | COMETA | 80 CM | GROUND SUPPORT | ID GC082,GC082,,,BIEN,GROUND SUPPORT,COMETA,SOPORTE SENCILLO | 80 CM,CABALLETE,-,Soporte Sencillo :: Ground Support | 80 CM,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP172275,SOPORTE PARA CABALLETE | SENCILLO | COMETA | 80 CM | GROUND SUPPORT | ID GC083,GC083,,,BIEN,GROUND SUPPORT,COMETA,SOPORTE SENCILLO | 80 CM,CABALLETE,-,Soporte Sencillo :: Ground Support | 80 CM,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP240151,SOPORTE PARA CABALLETE | SENCILLO | COMETA | 80 CM | GROUND SUPPORT | ID GC084,GC084,,,BIEN,GROUND SUPPORT,COMETA,SOPORTE SENCILLO | 80 CM,CABALLETE,-,Soporte Sencillo :: Ground Support | 80 CM,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP479563,SOPORTE PARA CABALLETE | SENCILLO | COMETA | 80 CM | GROUND SUPPORT | ID GC085,GC085,,,BIEN,GROUND SUPPORT,COMETA,SOPORTE SENCILLO | 80 CM,CABALLETE,-,Soporte Sencillo :: Ground Support | 80 CM,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP486961,SOPORTE PARA CABALLETE | SENCILLO | COMETA | 150 CM | GROUND SUPPORT | ID GC086,GC086,,,BIEN,GROUND SUPPORT,COMETA,SOPORTE SENCILLO | 150 CM,CABALLETE,-,Soporte Sencillo :: Ground Support | 150 CM,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP462372,SOPORTE PARA CABALLETE | SENCILLO | COMETA | 150 CM | GROUND SUPPORT | ID GC087,GC087,,,BIEN,GROUND SUPPORT,COMETA,SOPORTE SENCILLO | 150 CM,CABALLETE,-,Soporte Sencillo :: Ground Support | 150 CM,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP312899,SOPORTE PARA CABALLETE | SENCILLO | COMETA | 150 CM | GROUND SUPPORT | ID GC088,GC088,,,BIEN,GROUND SUPPORT,COMETA,SOPORTE SENCILLO | 150 CM,CABALLETE,-,Soporte Sencillo :: Ground Support | 150 CM,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP399973,SOPORTE PARA CABALLETE | SENCILLO | COMETA | 150 CM | GROUND SUPPORT | ID GC089,GC089,,,BIEN,GROUND SUPPORT,COMETA,SOPORTE SENCILLO | 150 CM,CABALLETE,-,Soporte Sencillo :: Ground Support | 150 CM,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP839934,SOPORTE PARA CABALLETE | DOBLE | COMETA | 80 CM | GROUND SUPPORT | ID GC090,GC090,,,BIEN,GROUND SUPPORT,COMETA,SOPORTE DOBLE | 80 CM,CABALLETE,-,Soporte Doble :: Ground Support | 80 CM,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP664256,SOPORTE PARA CABALLETE | DOBLE | COMETA | 80 CM | GROUND SUPPORT | ID GC091,GC091,,,BIEN,GROUND SUPPORT,COMETA,SOPORTE DOBLE | 80 CM,CABALLETE,-,Soporte Doble :: Ground Support | 80 CM,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP686512,SOPORTE PARA CABALLETE | DOBLE | COMETA | 150 CM | GROUND SUPPORT | ID GC092,GC092,,,BIEN,GROUND SUPPORT,COMETA,SOPORTE DOBLE | 150 CM,CABALLETE,-,Soporte Doble :: Ground Support | 150 CM,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP928782,SOPORTE PARA CABALLETE | DOBLE | COMETA | 150 CM | GROUND SUPPORT | ID GC093,GC093,,,BIEN,GROUND SUPPORT,COMETA,SOPORTE DOBLE | 150 CM,CABALLETE,-,Soporte Doble :: Ground Support | 150 CM,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP393492,ESCALERA | GENERICO | 160 CM | GROUND SUPPORT | ID GG001,GG001,,,BIEN,GROUND SUPPORT,GENERICO,ESCALERA | 160 CM,-,-,Escalera :: Ground Support | 160 CM,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP204948,ESCALERA | GENERICO | 160 CM | GROUND SUPPORT | ID GG002,GG002,,,BIEN,GROUND SUPPORT,GENERICO,ESCALERA | 160 CM,-,-,Escalera :: Ground Support | 160 CM,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP890976,PASAMANOS PARA ESCALERA | GENERICO | GROUND SUPPORT | ID GG003,GG003,,,BIEN,GROUND SUPPORT,GENERICO,PASAMANOS,-,-,Pasamanos para Escalera :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP979169,PASAMANOS PARA ESCALERA | GENERICO | GROUND SUPPORT | ID GG004,GG004,,,BIEN,GROUND SUPPORT,GENERICO,PASAMANOS,-,-,Pasamanos para Escalera :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP297619,ESCALERA | GENERICO | 120 CM | GROUND SUPPORT | ID GG005,GG005,,,BIEN,GROUND SUPPORT,GENERICO,ESCALERA | 120 CM,-,-,Escalera :: Ground Support | 120 CM,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP784408,PUENTE | GENERICO | 4 M | GROUND SUPPORT | ID GG006,GG006,,,BIEN,GROUND SUPPORT,GENERICO,PENTE | 4 M,-,-,Puente :: Ground Support | 4 M,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP513629,TUBO | GENERICO | GROUND SUPPORT | ID GG007,GG007,,,BIEN,GROUND SUPPORT,GENERICO,TUBO,-,-,Tubo :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP151917,TUBO | GENERICO | GROUND SUPPORT | ID GG008,GG008,,,BIEN,GROUND SUPPORT,GENERICO,TUBO,-,-,Tubo :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP236088,TUBO | GENERICO | GROUND SUPPORT | ID GG009,GG009,,,BIEN,GROUND SUPPORT,GENERICO,TUBO,-,-,Tubo :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP658312,TUBO | GENERICO | GROUND SUPPORT | ID GG010,GG010,,,BIEN,GROUND SUPPORT,GENERICO,TUBO,-,-,Tubo :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP347107,TUBO | GENERICO | GROUND SUPPORT | ID GG011,GG011,,,BIEN,GROUND SUPPORT,GENERICO,TUBO,-,-,Tubo :: Ground Support,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
